term1	term2	sharedRels	obsExp	minMim	directStr	relOverlap	misn
Type 2 diabetes	Liver enzyme levels	70	0.358	20.03503689	12.3	1.89E-02	6.04E-02
Type 2 diabetes	asthma attacks	38	0.213	2.877415495		1.03E-02	1.45E-02
Type 2 diabetes	Urate levels	33	0.199	14.51047072		8.91E-03	0.079497419
Type 2 diabetes	Crohns disease	4	0.026	7.96E-02		1.08E-03	8.19E-04
Vitiligo	Vitiligo	1317	13.794	11628.7602		1	0.911582622
Vitiligo	Rheumatoid Arthritis	942	4.12	189.692885	90.3	0.715261959	0.217322878
Vitiligo	Systemic lupus erythematosus	925	4.443	278.4008074	75.7	0.702353834	0.24056764
Vitiligo	Psoriasis	904	5.801	1023.96263	488.7	0.686408504	0.316598905
Vitiligo	Multiple Sclerosis	825	4.42	135.2878652	32.6	0.62642369	0.206405781
Vitiligo	Type 1 diabetes	816	4.484	353.9734668	115	0.619589977	0.229633494
Vitiligo	red blood cells	789	3.268	105.4818322	3.8	0.599088838	0.150886271
Vitiligo	Type 2 diabetes	779	3.364	77.39598522	13.9	0.591495824	0.10710355
Vitiligo	Renal failure	774	3.441	128.5985271		0.587699317	0.122996845
Vitiligo	C-Reactive Protein	764	3.739	101.7257445	2	0.580106302	0.141582389
Vitiligo	Ulcerative colitis	741	4.833	149.5349545	28.3	0.562642369	0.163420826
Vitiligo	platelets	730	3.179	95.09058364		0.554290053	0.108006283
Vitiligo	Allergies	729	4.27	234.1744126	5.9	0.553530752	0.172083079
Vitiligo	atopic dermatitis	700	5.459	526.5961487	137.6	0.53151101	0.259497551
Vitiligo	Alzheimer`s disease	677	3.011	77.59625975	4.9	0.514047077	0.107643583
Vitiligo	Systemic sclerosis	631	5.152	162.2273829	13.9	0.47911921	0.204777244
Vitiligo	Celiac disease	625	5.227	199.2335403	52.9	0.474563402	0.214520937
Vitiligo	triglycerides	589	3.261	96.20036094		0.44722855	7.87E-02
Vitiligo	Behçet`s disease	548	5.182	199.5847828	24.3	0.416097191	0.209290113
Vitiligo	Bone mineral density	539	3.711	52.38035729		0.409263478	9.74E-02
Vitiligo	chronic kidney disease	522	3.792	47.91069049		0.396355353	9.79E-02
Vitiligo	primary biliary cirrhosis	513	4.846	231.6713754	18.5	0.38952164	0.192962351
Vitiligo	ankylosing spondylitis	479	4.547	117.0047414	14.8	0.363705391	0.153351838
Vitiligo	Migraine headache	466	3.525	67.81848012		0.353834472	8.95E-02
Vitiligo	Alopecia areata	426	5.428	1981.148119	248.5	0.323462415	0.372037944
Vitiligo	HDL Cholesterol	411	3.342	58.5405748		0.312072893	6.46E-02
Vitiligo	Juvenile idiopathic arthritis	408	4.369	158.2555992	11.9	0.309794989	0.183064931
Vitiligo	LDL Cholesterol	407	3.293	54.16722137		0.309035687	6.71E-02
Vitiligo	Autoimmune thyroiditis	391	4.416	479.4720013	52.5	0.296886864	0.252181926
Vitiligo	Creatinine levels	375	3.216	72.54303502		0.284738041	0.119506288
Vitiligo	fasting glucose	320	2.905	51.94997395		0.242976462	6.78E-02
Vitiligo	KAWASAKI DISEASE	319	3.616	82.15952914	3.9	0.24221716	0.132486901
Vitiligo	PRIMARY SCLEROSING CHOLANGITIS	290	3.415	107.8684812	4.4	0.220197418	0.122848008
Vitiligo	Restless Legs Syndrome	145	1.938	24.57258671		0.110098709	5.48E-02
Vitiligo	Liver enzyme levels	144	1.813	37.34480424		0.109339408	8.59E-02
Vitiligo	progressive supranuclear palsy	122	1.526	24.03823232		9.26E-02	3.50E-02
Vitiligo	asthma attacks	115	1.581	31.91942544		8.73E-02	6.86E-02
Vitiligo	Urate levels	58	0.845	9.51758657		0.044039484	4.56E-02
Vitiligo	Crohns disease	18	0.293	6.791741093		1.37E-02	4.32E-02
Migraine headache	Migraine headache	1844	10.723	4732.767236		1	0.933159519
Migraine headache	Multiple Sclerosis	979	3.969	144.8863536	275.5	0.530911063	0.17946874
Migraine headache	Alzheimer`s disease	979	3.281	143.0160814	75.8	0.530911063	0.156343754
Migraine headache	Renal failure	911	3.048	142.9381434	19.8	0.494034707	0.157590506
Migraine headache	Systemic lupus erythematosus	910	3.289	134.2383449	153.2	0.493492408	0.140897522
Migraine headache	Type 2 diabetes	902	2.937	75.22217254	22.8	0.489154013	0.12743718
Migraine headache	Rheumatoid Arthritis	900	2.955	81.49710716	69.8	0.488069414	0.136039832
Migraine headache	platelets	877	2.876	129.4131647	187	0.475596529	0.124327022
Migraine headache	C-Reactive Protein	829	3.061	88.68520698	30	0.449566161	0.13674905
Migraine headache	red blood cells	766	2.388	66.36887713	10.1	0.415401302	0.117185795
Migraine headache	Type 1 diabetes	739	3.076	66.66160034		0.400759219	0.138341368
Migraine headache	Allergies	641	2.859	110.8988737	162.9	0.347613883	0.122326157
Migraine headache	triglycerides	620	2.606	83.36432131		0.336225597	0.102423442
Migraine headache	Ulcerative colitis	527	2.623	51.78294047	12.7	0.285791757	9.33E-02
Migraine headache	Psoriasis	513	2.502	56.9545518	15	0.278199566	0.110340142
Migraine headache	Bone mineral density	513	2.704	41.01260173	5.9	0.278199566	9.93E-02
Migraine headache	chronic kidney disease	496	2.774	40.95445866		0.268980477	0.107979985
Migraine headache	HDL Cholesterol	419	2.641	55.26192008		0.227223427	9.09E-02
Migraine headache	Systemic sclerosis	406	2.556	50.98371661		0.220173536	0.099464265
Migraine headache	LDL Cholesterol	401	2.514	53.05226368	5.7	0.217462039	9.14E-02
Migraine headache	Celiac disease	367	2.374	47.4077687	39.5	0.199023861	0.100906472
Migraine headache	atopic dermatitis	355	2.127	49.39265441	12.4	0.192516269	0.085481287
Migraine headache	Behçet`s disease	348	2.557	53.77527364	13	0.188720174	0.10188662
Migraine headache	fasting glucose	316	2.234	35.41219096		0.171366594	0.084506435
Migraine headache	ankylosing spondylitis	304	2.249	37.76602436	9.3	0.164859002	8.66E-02
Migraine headache	Creatinine levels	287	1.921	33.89315987		0.155639913	9.58E-02
Migraine headache	primary biliary cirrhosis	243	1.79	30.08226377		0.131778742	6.37E-02
Migraine headache	Restless Legs Syndrome	226	2.417	85.89937621	115.3	0.122559653	0.136382803
Migraine headache	Juvenile idiopathic arthritis	201	1.694	27.63292619		0.109002169	7.77E-02
Migraine headache	KAWASAKI DISEASE	193	1.734	28.08825461		0.104663774	0.074898242
Migraine headache	Vitiligo	177	1.474	21.43570316		9.60E-02	6.09E-02
Migraine headache	progressive supranuclear palsy	159	1.594	56.48255492		8.62E-02	6.39E-02
Migraine headache	PRIMARY SCLEROSING CHOLANGITIS	117	1.091	12.13730955		6.34E-02	3.99E-02
Migraine headache	Autoimmune thyroiditis	115	1.028	15.06022002		6.24E-02	4.71E-02
Migraine headache	Alopecia areata	85	0.863	10.41299921		4.61E-02	3.59E-02
Migraine headache	asthma attacks	80	0.883	39.03248088		4.34E-02	0.050151755
Migraine headache	Liver enzyme levels	68	0.685	13.41362229		3.69E-02	4.72E-02
Migraine headache	Urate levels	37	0.438	2.789484999		2.01E-02	3.10E-02
Migraine headache	Crohns disease	9	0.118	1.345759046		4.88E-03	7.69E-03
Alopecia areata	Alopecia areata	643	15.729	8944.021724		1	0.882680488
Alopecia areata	Psoriasis	519	6.654	681.5759127	201.8	0.807153966	0.284326189
Alopecia areata	Systemic lupus erythematosus	492	4.749	166.4232718	38.1	0.765163297	0.202954821
Alopecia areata	Rheumatoid Arthritis	484	4.268	120.792577	42.6	0.752721617	0.19111516
Alopecia areata	atopic dermatitis	447	6.941	492.1734476	85.5	0.695178849	0.249068093
Alopecia areata	Vitiligo	426	8.918	1981.148119	248.5	0.66251944	0.372037944
Alopecia areata	Multiple Sclerosis	426	4.585	94.9897872	13.5	0.66251944	0.175432831
Alopecia areata	Allergies	425	5	214.120999	10	0.66096423	0.163495661
Alopecia areata	Type 1 diabetes	419	4.619	155.9780995	30.9	0.65163297	0.176512487
Alopecia areata	Ulcerative colitis	401	5.232	93.69920436	14.3	0.623639191	0.146847479
Alopecia areata	red blood cells	398	3.325	45.50156306		0.618973561	8.67E-02
Alopecia areata	C-Reactive Protein	386	3.797	56.49024255	2	0.600311042	0.108459802
Alopecia areata	Type 2 diabetes	382	3.326	28.50610899	2.3	0.594090202	5.96E-02
Alopecia areata	Renal failure	379	3.39	64.49033423		0.589424572	7.75E-02
Alopecia areata	Systemic sclerosis	358	5.823	107.7111839	8.8	0.556765163	0.159296168
Alopecia areata	platelets	357	3.127	42.61282143		0.555209953	6.39E-02
Alopecia areata	Celiac disease	351	5.83	111.3387597	31.8	0.545878694	0.176574222
Alopecia areata	Alzheimer`s disease	325	2.909	28.03693912		0.505443235	5.89E-02
Alopecia areata	Behçet`s disease	321	6.003	119.9897934	8	0.499222395	0.183104247
Alopecia areata	triglycerides	300	3.323	53.61709865		0.466562986	4.37E-02
Alopecia areata	primary biliary cirrhosis	296	5.537	113.7439069		0.460342146	0.161851148
Alopecia areata	ankylosing spondylitis	282	5.297	87.13863943	5.4	0.438569207	0.13565674
Alopecia areata	Bone mineral density	278	3.81	22.22769675		0.432348367	6.99E-02
Alopecia areata	Migraine headache	265	3.982	38.03581228		0.412130638	6.42E-02
Alopecia areata	Juvenile idiopathic arthritis	258	5.457	105.4517934	3.6	0.401244168	0.172291591
Alopecia areata	Autoimmune thyroiditis	250	5.569	222.4466774	16	0.388802488	0.211489801
Alopecia areata	chronic kidney disease	237	3.43	19.45236053		0.368584759	5.14E-02
Alopecia areata	HDL Cholesterol	207	3.342	23.86742958		0.32192846	3.79E-02
Alopecia areata	LDL Cholesterol	196	3.147	22.86500766		0.304821151	3.89E-02
Alopecia areata	KAWASAKI DISEASE	192	4.288	55.34873022	3.1	0.298600311	0.117276944
Alopecia areata	PRIMARY SCLEROSING CHOLANGITIS	189	4.375	72.30937966		0.293934681	0.108914794
Alopecia areata	Creatinine levels	179	3.045	31.14523498		0.278382582	7.34E-02
Alopecia areata	fasting glucose	175	3.14	26.3031167		0.272161742	4.48E-02
Alopecia areata	Restless Legs Syndrome	88	2.287	11.50064707		0.136858476	4.34E-02
Alopecia areata	asthma attacks	82	2.195	36.83562932		0.127527216	0.075329111
Alopecia areata	Liver enzyme levels	81	1.988	24.4836227		0.125972006	6.29E-02
Alopecia areata	progressive supranuclear palsy	62	1.514	15.94090415		9.64E-02	2.19E-02
Alopecia areata	Urate levels	29	0.814	3.865646289		4.51E-02	2.63E-02
Alopecia areata	Crohns disease	18	0.564	7.550232276		2.80E-02	4.97E-02
asthma attacks	asthma attacks	407	15.721	2002.840491		1	0.846780445
asthma attacks	Allergies	358	6.48	409.7789155	43	0.87960688	0.263099066
asthma attacks	C-Reactive Protein	305	4.634	45.73356471		0.749385749	8.93E-02
asthma attacks	platelets	296	4.021	66.65721095	4.9	0.727272727	7.98E-02
asthma attacks	Rheumatoid Arthritis	295	4.02	32.95948702		0.724815725	9.19E-02
asthma attacks	Systemic lupus erythematosus	274	4.07	34.6830972		0.673218673	7.79E-02
asthma attacks	atopic dermatitis	271	6.37	217.6738035	6.8	0.665847666	0.221182644
asthma attacks	red blood cells	266	3.445	28.61101513		0.653562654	6.66E-02
asthma attacks	Renal failure	264	3.653	44.58605987		0.648648649	7.31E-02
asthma attacks	Type 2 diabetes	261	3.517	20.4579158		0.641277641	0.049639425
asthma attacks	Multiple Sclerosis	254	4.201	30.75064405		0.624078624	8.25E-02
asthma attacks	Type 1 diabetes	250	4.223	25.05922999		0.614250614	7.40E-02
asthma attacks	Ulcerative colitis	243	4.837	36.32821455		0.597051597	7.74E-02
asthma attacks	Psoriasis	234	4.577	56.42316656		0.574938575	8.79E-02
asthma attacks	Migraine headache	232	5.292	61.52736392	2.6	0.57002457	8.60E-02
asthma attacks	Alzheimer`s disease	225	3.109	18.09174121		0.552825553	4.47E-02
asthma attacks	triglycerides	214	3.645	36.10288919		0.525798526	3.92E-02
asthma attacks	Bone mineral density	198	4.11	13.46617303		0.486486486	3.76E-02
asthma attacks	Systemic sclerosis	196	4.805	32.7861283		0.481572482	8.09E-02
asthma attacks	chronic kidney disease	183	4.018	13.22270111		0.44963145	4.79E-02
asthma attacks	Celiac disease	159	4.003	17.6467965		0.390663391	6.02E-02
asthma attacks	LDL Cholesterol	148	3.559	23.17398428		0.363636364	3.50E-02
asthma attacks	ankylosing spondylitis	147	4.125	17.22546927		0.361179361	0.051489883
asthma attacks	Behçet`s disease	141	3.953	23.95828867		0.346437346	7.27E-02
asthma attacks	Creatinine levels	138	3.555	32.6432178		0.339066339	6.52E-02
asthma attacks	HDL Cholesterol	137	3.336	22.45318023		0.336609337	3.34E-02
asthma attacks	primary biliary cirrhosis	134	3.741	18.32166674		0.329238329	0.053153932
asthma attacks	KAWASAKI DISEASE	130	4.312	31.06362416		0.319410319	9.39E-02
asthma attacks	fasting glucose	128	3.447	23.68095531		0.314496314	3.62E-02
asthma attacks	Juvenile idiopathic arthritis	119	3.748	17.4097369		0.292383292	6.55E-02
asthma attacks	Vitiligo	115	3.58	31.91942544		0.282555283	0.068570311
asthma attacks	Autoimmune thyroiditis	87	2.855	26.08937449		0.213759214	5.21E-02
asthma attacks	Alopecia areata	82	2.999	36.83562932		0.201474201	7.53E-02
asthma attacks	PRIMARY SCLEROSING CHOLANGITIS	68	2.337	15.58038811		0.167076167	0.039930186
asthma attacks	Restless Legs Syndrome	60	2.28	11.51121018		0.147420147	4.39E-02
asthma attacks	Liver enzyme levels	53	1.911	25.67853022		0.13022113	5.30E-02
asthma attacks	progressive supranuclear palsy	32	1.153	4.463197582		7.86E-02	1.47E-02
asthma attacks	Urate levels	21	0.861	3.446831044		5.16E-02	2.35E-02
asthma attacks	Crohns disease	3	0.131	0.274053545		7.37E-03	5.63E-03
Creatinine levels	Creatinine levels	916	9.834	1808.047855		1	0.830378165
Creatinine levels	Renal failure	892	5.385	857.222748	456.1	0.973799127	0.46179313
Creatinine levels	C-Reactive Protein	805	5.294	235.2198449	121.3	0.878820961	0.311927917
Creatinine levels	red blood cells	778	4.413	167.4104363	43.5	0.849344978	0.246770456
Creatinine levels	Type 2 diabetes	760	4.478	168.9376561	68.5	0.829694323	0.238188466
Creatinine levels	chronic kidney disease	740	6.901	424.9150874	94.9	0.807860262	0.409113204
Creatinine levels	platelets	732	4.341	140.7247466	24.1	0.799126638	0.173256282
Creatinine levels	Rheumatoid Arthritis	707	4.196	72.06548927	8.9	0.771834061	0.163246581
Creatinine levels	Systemic lupus erythematosus	700	4.521	136.4925648	29.4	0.76419214	0.181691833
Creatinine levels	triglycerides	678	4.984	309.3613241	58.9	0.740174672	0.23680268
Creatinine levels	Type 1 diabetes	671	4.892	142.434883	23.5	0.732532751	0.227705391
Creatinine levels	Alzheimer`s disease	563	3.401	53.62096678	5	0.614628821	0.106875674
Creatinine levels	Multiple Sclerosis	540	3.848	40.16713828		0.589519651	0.107970462
Creatinine levels	Bone mineral density	512	4.548	82.16593925	29	0.558951965	0.150691187
Creatinine levels	Ulcerative colitis	498	4.22	63.09648412		0.543668122	0.130104131
Creatinine levels	HDL Cholesterol	497	5.101	207.1886153	30.1	0.542576419	0.20815264
Creatinine levels	LDL Cholesterol	488	4.987	188.6267195	26.8	0.532751092	0.20327045
Creatinine levels	Psoriasis	477	3.975	76.3435279		0.520742358	0.137411854
Creatinine levels	Allergies	469	3.626	57.80533699	4.8	0.512008734	0.10194042
Creatinine levels	Systemic sclerosis	416	4.265	75.12402613		0.454148472	0.132903863
Creatinine levels	fasting glucose	401	4.501	163.5630553	20.3	0.437772926	0.204097701
Creatinine levels	Migraine headache	345	3.319	40.86665474		0.376637555	0.102169251
Creatinine levels	Celiac disease	341	3.572	39.39483142		0.372270742	0.107091495
Creatinine levels	primary biliary cirrhosis	307	3.555	80.93711695		0.335152838	0.12686274
Creatinine levels	Behçet`s disease	305	3.526	56.61031045		0.332969432	0.129810157
Creatinine levels	ankylosing spondylitis	272	3.159	42.10344954		0.296943231	9.54E-02
Creatinine levels	atopic dermatitis	244	2.404	36.03204039		0.266375546	0.075734519
Creatinine levels	KAWASAKI DISEASE	214	2.876	59.71143182		0.233624454	0.128186214
Creatinine levels	Juvenile idiopathic arthritis	187	2.396	35.61798146		0.204148472	9.27E-02
Creatinine levels	Vitiligo	153	1.943	34.722239		0.167030568	9.05E-02
Creatinine levels	PRIMARY SCLEROSING CHOLANGITIS	149	2.059	57.49600873		0.162663755	0.084368784
Creatinine levels	Liver enzyme levels	128	1.868	107.0882645		0.139737991	0.15662559
Creatinine levels	Autoimmune thyroiditis	120	1.606	35.01344987		0.131004367	6.87E-02
Creatinine levels	Restless Legs Syndrome	88	1.337	14.96129331	4.4	9.61E-02	7.58E-02
Creatinine levels	Urate levels	69	1.124	107.7755093	6.9	7.53E-02	0.164564935
Creatinine levels	Alopecia areata	66	0.967	14.58370224		7.21E-02	5.11E-02
Creatinine levels	asthma attacks	61	0.947	16.06511283		6.66E-02	4.28E-02
Creatinine levels	progressive supranuclear palsy	58	0.841	9.696506819		6.33E-02	2.22E-02
Creatinine levels	Crohns disease	6	0.104	4.107192578		6.55E-03	6.63E-03
Behçet`s disease	Behçet`s disease	1572	12.851	3254.024896		1	0.916799048
Behçet`s disease	Systemic lupus erythematosus	1340	5.538	486.2852948	435.2	0.852417303	0.350964958
Behçet`s disease	Rheumatoid Arthritis	1274	4.793	374.2764438	417.8	0.81043257	0.353639235
Behçet`s disease	C-Reactive Protein	1110	4.685	247.2545642	127	0.70610687	0.234810925
Behçet`s disease	Renal failure	1057	4.048	245.580503	16.4	0.672391858	0.17712254
Behçet`s disease	Multiple Sclerosis	1045	4.829	185.4796081	90.2	0.66475827	0.244400464
Behçet`s disease	Ulcerative colitis	993	5.606	291.9159469	87.9	0.631679389	0.26340819
Behçet`s disease	Psoriasis	928	5.136	406.8660608	116.4	0.590330789	0.322722375
Behçet`s disease	Type 1 diabetes	923	4.372	142.1095171	13.2	0.587150127	0.196908964
Behçet`s disease	red blood cells	920	3.288	98.82312536	10.6	0.58524173	0.16116383
Behçet`s disease	platelets	901	3.383	127.1750594	18.7	0.573155216	0.144500121
Behçet`s disease	Type 2 diabetes	892	3.324	69.00858282	5.2	0.567430025	0.113210935
Behçet`s disease	Allergies	819	4.151	164.5881665	6.4	0.520992366	0.166138104
Behçet`s disease	Systemic sclerosis	815	5.767	242.3773017	77.3	0.518447837	0.278298744
Behçet`s disease	Alzheimer`s disease	716	2.745	55.1286299		0.455470738	0.102185002
Behçet`s disease	ankylosing spondylitis	692	5.721	407.6367364	192.2	0.440203562	0.297893571
Behçet`s disease	Celiac disease	672	4.874	124.6096038	20.6	0.427480916	0.194287936
Behçet`s disease	triglycerides	634	3.036	83.01055732	3.3	0.403307888	9.37E-02
Behçet`s disease	chronic kidney disease	612	3.863	53.32970681		0.389312977	0.114247211
Behçet`s disease	atopic dermatitis	593	4	157.9350796	20.1	0.377226463	0.18763339
Behçet`s disease	Migraine headache	555	3.638	84.07144096	13	0.353053435	0.118725246
Behçet`s disease	Juvenile idiopathic arthritis	541	5.057	418.022463	50.5	0.344147583	0.353054593
Behçet`s disease	Bone mineral density	535	3.19	34.88176289	7.9	0.340330789	9.74E-02
Behçet`s disease	primary biliary cirrhosis	534	4.39	120.7797831	10.6	0.339694656	0.195251571
Behçet`s disease	KAWASAKI DISEASE	453	4.503	215.4453953	37	0.288167939	0.257725284
Behçet`s disease	HDL Cholesterol	433	3.069	54.43331486	3.6	0.275445293	8.31E-02
Behçet`s disease	LDL Cholesterol	431	3.04	51.34560556	3.1	0.274173028	8.56E-02
Behçet`s disease	Creatinine levels	414	3.106	77.22638921	3	0.263358779	0.143666816
Behçet`s disease	Vitiligo	383	3.538	149.4616212	24.3	0.243638677	0.190791377
Behçet`s disease	fasting glucose	328	2.594	34.19158722		0.208651399	7.98E-02
Behçet`s disease	PRIMARY SCLEROSING CHOLANGITIS	283	2.913	90.62934903	3.1	0.180025445	0.137864441
Behçet`s disease	Autoimmune thyroiditis	274	2.704	86.98900984	3.1	0.174300254	0.159007996
Behçet`s disease	Alopecia areata	219	2.438	92.43551446	8	0.139312977	0.162906243
Behçet`s disease	Restless Legs Syndrome	142	1.66	16.49853112	7.9	9.03E-02	5.37E-02
Behçet`s disease	Liver enzyme levels	123	1.358	19.65570561		7.82E-02	7.02E-02
Behçet`s disease	progressive supranuclear palsy	114	1.254	36.10456483		7.25E-02	3.36E-02
Behçet`s disease	asthma attacks	91	1.097	16.17822237		5.79E-02	6.02E-02
Behçet`s disease	Urate levels	62	0.797	14.86094835		0.039440204	4.45E-02
Behçet`s disease	Crohns disease	18	0.256	12.99512173		1.15E-02	7.04E-02
progressive supranuclear palsy	progressive supranuclear palsy	835	18.252	9131.905369		1	0.97840691
progressive supranuclear palsy	Alzheimer`s disease	731	5.323	833.5456672	653.5	0.875449102	0.302715054
progressive supranuclear palsy	Multiple Sclerosis	603	5.313	173.1671463	22.7	0.722155689	0.150630633
progressive supranuclear palsy	Type 2 diabetes	448	3.145	41.29899636		0.536526946	5.28E-02
progressive supranuclear palsy	Systemic lupus erythematosus	414	3.24	47.54197918		0.495808383	4.55E-02
progressive supranuclear palsy	Migraine headache	387	4.911	110.4061151		0.463473054	8.77E-02
progressive supranuclear palsy	Rheumatoid Arthritis	386	2.736	26.2252161		0.462275449	4.05E-02
progressive supranuclear palsy	Renal failure	378	2.729	57.58284208		0.452694611	0.042123012
progressive supranuclear palsy	Type 1 diabetes	378	3.392	44.69898006	2.6	0.452694611	4.95E-02
progressive supranuclear palsy	platelets	369	2.621	37.07313963		0.441916168	4.18E-02
progressive supranuclear palsy	red blood cells	358	2.418	35.62672019		0.428742515	4.72E-02
progressive supranuclear palsy	C-Reactive Protein	336	2.676	26.73530173		0.40239521	3.77E-02
progressive supranuclear palsy	triglycerides	276	2.505	36.29493993		0.330538922	3.11E-02
progressive supranuclear palsy	Psoriasis	252	2.65	33.10914415		0.301796407	0.033262869
progressive supranuclear palsy	Allergies	247	2.372	28.63590445		0.295808383	2.58E-02
progressive supranuclear palsy	chronic kidney disease	247	3.001	21.97974093		0.295808383	4.17E-02
progressive supranuclear palsy	Ulcerative colitis	241	2.601	17.89517264		0.288622754	2.82E-02
progressive supranuclear palsy	Bone mineral density	236	2.708	18.20731438		0.282634731	2.73E-02
progressive supranuclear palsy	Restless Legs Syndrome	216	5.13	126.6816866	10.9	0.258682635	0.152604817
progressive supranuclear palsy	Systemic sclerosis	199	2.724	28.23662225		0.238323353	3.62E-02
progressive supranuclear palsy	Celiac disease	198	2.789	30.10900288		0.237125749	3.46E-02
progressive supranuclear palsy	Behçet`s disease	179	2.864	44.12493439		0.214371257	3.99E-02
progressive supranuclear palsy	LDL Cholesterol	171	2.323	20.71389258		0.204790419	2.61E-02
progressive supranuclear palsy	atopic dermatitis	166	2.147	20.3678055		0.198802395	2.29E-02
progressive supranuclear palsy	HDL Cholesterol	163	2.238	22.40798676		0.195209581	0.025289382
progressive supranuclear palsy	fasting glucose	157	2.416	23.40011231		0.188023952	2.68E-02
progressive supranuclear palsy	ankylosing spondylitis	153	2.477	20.31761705		0.183233533	2.89E-02
progressive supranuclear palsy	Creatinine levels	143	2.069	21.04935841		0.171257485	3.31E-02
progressive supranuclear palsy	primary biliary cirrhosis	137	2.194	21.10150738		0.164071856	3.17E-02
progressive supranuclear palsy	Vitiligo	122	2.212	24.03823232		0.146107784	3.50E-02
progressive supranuclear palsy	Autoimmune thyroiditis	95	1.836	21.51451175		0.113772455	2.57E-02
progressive supranuclear palsy	Juvenile idiopathic arthritis	90	1.656	14.33613573		0.107784431	2.39E-02
progressive supranuclear palsy	KAWASAKI DISEASE	77	1.519	14.03940889		9.22E-02	2.44E-02
progressive supranuclear palsy	PRIMARY SCLEROSING CHOLANGITIS	66	1.345	17.60555057		7.90E-02	1.90E-02
progressive supranuclear palsy	Alopecia areata	62	1.371	15.94090415		0.074251497	2.19E-02
progressive supranuclear palsy	Liver enzyme levels	39	0.853	6.231928317		4.67E-02	1.78E-02
progressive supranuclear palsy	Urate levels	33	0.857	11.34320381	2.6	3.95E-02	4.18E-02
progressive supranuclear palsy	asthma attacks	32	0.774	4.463197582		3.83E-02	1.47E-02
progressive supranuclear palsy	Crohns disease	6	0.166	0.83863851		7.19E-03	2.12E-03
Restless Legs Syndrome	Restless Legs Syndrome	733	18.305	6413.485193		1	0.961093812
Restless Legs Syndrome	Alzheimer`s disease	553	4.496	102.1824747	12.5	0.754433834	0.133663497
Restless Legs Syndrome	Multiple Sclerosis	516	5.072	68.87678812	104.2	0.703956344	0.12641247
Restless Legs Syndrome	Type 2 diabetes	489	3.868	45.96553464	34.6	0.667121419	9.56E-02
Restless Legs Syndrome	Migraine headache	485	6.797	147.203117	115.3	0.661664393	0.173700351
Restless Legs Syndrome	Renal failure	445	3.618	66.35086989	31.7	0.607094134	0.113429703
Restless Legs Syndrome	Rheumatoid Arthritis	442	3.525	30.67249757	22.3	0.603001364	8.47E-02
Restless Legs Syndrome	C-Reactive Protein	428	3.828	53.83955703	4.6	0.583901774	0.107099669
Restless Legs Syndrome	Systemic lupus erythematosus	426	3.743	45.3845403	7.1	0.581173261	8.85E-02
Restless Legs Syndrome	red blood cells	404	3.065	46.79908802		0.551159618	8.27E-02
Restless Legs Syndrome	platelets	402	3.205	35.15661288		0.548431105	5.62E-02
Restless Legs Syndrome	Type 1 diabetes	399	4.018	42.06698353	2.9	0.544338336	0.105884687
Restless Legs Syndrome	triglycerides	357	3.632	51.36450748		0.487039563	7.30E-02
Restless Legs Syndrome	Bone mineral density	341	4.335	25.04585908		0.46521146	8.18E-02
Restless Legs Syndrome	Allergies	333	3.579	42.50219131		0.454297408	0.064854402
Restless Legs Syndrome	chronic kidney disease	330	4.452	54.70136145	41.3	0.450204638	0.112742972
Restless Legs Syndrome	Psoriasis	308	3.617	37.89688964	3.7	0.420190996	7.57E-02
Restless Legs Syndrome	Ulcerative colitis	287	3.439	27.69329471		0.39154161	5.32E-02
Restless Legs Syndrome	Celiac disease	272	4.226	30.32775398	16.4	0.371077763	8.32E-02
Restless Legs Syndrome	HDL Cholesterol	255	3.861	31.04588982		0.347885402	0.068995433
Restless Legs Syndrome	Systemic sclerosis	247	3.718	23.36308586	8.2	0.336971351	6.14E-02
Restless Legs Syndrome	LDL Cholesterol	247	3.713	27.25934329	2.6	0.336971351	6.75E-02
Restless Legs Syndrome	fasting glucose	244	4.13	40.62724769		0.332878581	7.77E-02
Restless Legs Syndrome	atopic dermatitis	226	3.24	24.55497322	2.1	0.308321965	4.40E-02
Restless Legs Syndrome	ankylosing spondylitis	221	3.897	21.14311613		0.301500682	6.50E-02
Restless Legs Syndrome	progressive supranuclear palsy	216	5.13	126.6816866	10.9	0.2946794	0.152604817
Restless Legs Syndrome	Creatinine levels	209	3.334	32.7467845	4.4	0.285129604	9.68E-02
Restless Legs Syndrome	Behçet`s disease	203	3.568	21.87514094	7.9	0.276944065	6.20E-02
Restless Legs Syndrome	primary biliary cirrhosis	183	3.213	19.64494759		0.249658936	5.15E-02
Restless Legs Syndrome	Juvenile idiopathic arthritis	160	3.205	23.66207422		0.218281037	6.73E-02
Restless Legs Syndrome	Vitiligo	145	2.861	24.57258671		0.19781719	5.48E-02
Restless Legs Syndrome	Autoimmune thyroiditis	124	2.597	21.3177472		0.169167804	5.11E-02
Restless Legs Syndrome	KAWASAKI DISEASE	104	2.207	11.89547977		0.141882674	4.23E-02
Restless Legs Syndrome	PRIMARY SCLEROSING CHOLANGITIS	92	2.025	10.87646188		0.125511596	3.42E-02
Restless Legs Syndrome	Alopecia areata	88	2.091	11.50064707		0.12005457	4.34E-02
Restless Legs Syndrome	Liver enzyme levels	76	1.794	20.30745049		0.103683492	6.36E-02
Restless Legs Syndrome	Urate levels	63	1.739	9.886332279		8.59E-02	8.17E-02
